MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON CROUCHING,RECOVERY,ACTIVE,NOTES
*,"WR f, f, F (Mid Screen)",-,-,-,-,-,-,-,-,-,i16,-5 (BT),KND,-,-,-,-,-,-
*,"WR f, f, F (Mid Screen) 1 (or 2)",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
*,"WR f, f, F (Mid Screen) 1/2, 1/2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
*,"WR f, f, F (Mid Screen) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
*,"WR f, f, F (Mid Screen) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Cross Arm Lock,(During tackle) 1+2,-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Arm Twist,(During Cross Arm Lock) 1+2,-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Leg Cross Hold,(During tackle) 3+4,-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Stretch Combo,(During Leg Cross Hold) 1+2,-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Iron Lariat,Approach crouching enemy... d+1+3,-,-,-,-,-,-,-,-,-,i12,0,KND,-,-,-,-,-,-
V Driver,Approach crouching enemy... d+2+4,-,-,-,-,-,-,-,-,-,i12,0,KND,-,-,-,-,-,-
Swing Away,(Enemy on back) by the feet d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,0,KND,-,-,-,-,-,-
Head Bomber,(Enemy on back) by the feet D/B+1+3,-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Figure Four Leg Lock,(Enemy on back) by the feet D/B+2+4,-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Shoulder Cracker,(Enemy on back) by the head d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Turn Over,(Enemy on back) by enemy's side d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Half Boston Crab,(Enemy face down) by the feet d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Wing Tearer,(Enemy face down) by the head d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Camel Clutch,(Enemy face down) from the left d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Bow & Arrow Stretch Hold,(Enemy face down) from the right d/b+1+3 (or d/b+2+4),-,-,-,-,-,-,-,-,-,i18,-,KND,-,-,-,-,-,-
Mid-Air Leg Cross Hold,Approach mid-air enemy 1+3 (or f+1+3),-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Mid-Air Leg Screw,Approach mid-air enemy 2+4 (or f+2+4),-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Aerial Jaguar Bomb,"Approach mid-air enemy f, hcf+1",-,-,-,-,-,-,-,-,-,i10,-,KND,-,-,-,-,-,-
Running Jaguar Bomb,"Approach mid-air enemy f, f, f+2+4",-,-,-,-,-,-,-,-,-,i10,-,KND,-,-,-,-,-,-
Double Heel Hold,Approach mid-air enemy d+1+3 (or d+2+4),-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Flapjack,"(During Double Heel Hold) 1+2, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Giant Swing,"(During Double Heel Hold) 2, 1, 3, 4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Shining Torpedo,"During enemy wall stun... f, hcf+1",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Standing Heel Hold,"Approach enemy... f, n, d, D/F+2+3",-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Indian Death Lock,"(During Standing Heel Hold) 1+2, 1, 3, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
King's Bridge,"(During Indian Death Lock) 1, 3, 4, 1+2, 3+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
S • T • F,"(During Standing Heel Hold) 1, 2, 3, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Scorpion Death Lock,"(During Standing Heel Hold) 1+2, 3, 1, 1+3",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Arm Breaker,"Approach enemy... f, n, d, D/F+1+4",-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Triple Arm Breaker,"(During Arm Breaker) 1+2, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Head Jammer,"(During Arm Breaker) 1+2, 4, 2+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Struggle Combination,"(During Head Jammer) 4, 3, 4, 3+4, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Chicken Wing Face Lock,"(During Arm Breaker) 2, 1, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Dragon Sleeper Finish,"(During Chicken Wing Face Lock) 2, 1, 3, 1+2+4, 1+2+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Rolling Death Cradle,"(During Chicken Wing Face Lock) 1+3, 3+4, 2+4, 1+2, 1+2+3",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Reverse Arm Slam,Approach enemy... d/f+1+3,-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Backdrop,"(During Reverse Arm Slam) 2, 1, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
German Suplex,"(During Backdrop) 3+4, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Power Bomb,"(During German Suplex) 1, 2, 3+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Giant Swing,"(During Power Bomb) 2, 1, 3, 4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Muscle Buster,"(During Power Bomb) 3, 1, 2, 3+4, 1+2+3+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Reverse Special Stretch Bomb,Approach enemy... d/f+2+4,-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Reverse Special Stretch Bomb,"Approach crouching enemy... d/f, D/F+1+3 (or 2+4)",-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Reverse Special Stretch Bomb,SS 2+4,-,-,-,-,-,-,-,-,-,i13,-,KND,-,-,-,-,-,-
Cannonball Buster,"(During Reverse Special Stretch Bomb) 2, 2, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Manhattan Drop,"(During Cannonball Buster) 3+4, 1+2, 1+2+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Victory Bomb,"(During Manhattan Drop) 1, 2, 3+4, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Giant Swing,"(During Victory Bomb) 2, 1, 3, 4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Muscle Buster,"(During Victory Bomb) 3, 1, 2, 3+4, 1+2+3+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Cobra Clutch,"(During Jaguar Step), 1+4 (or 3+4, 2+3)",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Flinging Half Nelson,"(During Cobra Clutch) 2+4, 1+2, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Sleeper,"(During Cobra Clutch) 3+4, 3+4, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Triple Trouble,"(During Sleeper) 1, 1, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Human Necktie,"(During Sleeper) 3, 4, 1+2, 3+4",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Cobra Clutch,"Approach enemy... 3+4, 1+4 (or 3+4, 2+3)",-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-,-
Cobra Twist,"(During Cobra Clutch) 1, 4, 2, 3",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Reverse DDT,"(During Cobra Twist) 2, 1, 1+3 (or 2, 1, 2+4)",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Reverse Special Stretch Bomb,"(During Reverse DDT) 1+2, 1, 2, 1+2+3 (or 1+2, 1, 2, 1+2+4)",-,-,-,-,-,-,-,-,-,-,,KND,-,-,-,-,-,-
Samurai Rock,"(During Reverse DDT) 2, 3, 1, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Backdrop,"(During Reverse Special Stretch Bomb) 3+4, 1+2",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Sol Naciente,"(During Backdrop) 1+2, 4, 1+2, 1+2+3",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Burning Hammer,"(During Backdrop) 1+2, 3, 4, 1+3 (or 1+2, 3, 4, 2+4)",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
Screwdriver,"(During Burning Hammer) 2+4, 3+4, 1+3, 1+2, 1+2+3 (or 2+4, 3+4, 1+3, 1+2, 1+2+4)",-,-,-,-,-,-,-,-,-,-,-,KND,-,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,,
*,"f, n, d, D/F",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
